path,line_number,pattern,severity,action,redacted_context
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,326,token,harmless,Harmless code/test vocabulary after inspection.,def safe_token(value: object) -> str:
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,332,token,harmless,Harmless code/test vocabulary after inspection.,"    return root / f""{safe_token(source_time)}_to_{safe_token(target_time)}"" / s"
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,332,token,harmless,Harmless code/test vocabulary after inspection.,"urn root / f""{safe_token(source_time)}_to_{safe_token(target_time)}"" / safe_token(source_slice_id)"
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,332,token,harmless,Harmless code/test vocabulary after inspection.,"rce_time)}_to_{safe_token(target_time)}"" / safe_token(source_slice_id)"
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,379,token,harmless,Harmless code/test vocabulary after inspection.,"        stem = f""{safe_token(row['source_time'])}_to_{safe_token(row['target"
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,379,token,harmless,Harmless code/test vocabulary after inspection.,"m = f""{safe_token(row['source_time'])}_to_{safe_token(row['target_time'])}__{safe_token(row['source_s"
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,379,token,harmless,Harmless code/test vocabulary after inspection.,"'])}_to_{safe_token(row['target_time'])}__{safe_token(row['source_slice_id'])}"""
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,471,token,harmless,Harmless code/test vocabulary after inspection.,        [REDACTED_CREDENTIAL_LIKE_VALUE])
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,471,token,harmless,Harmless code/test vocabulary after inspection.,        [REDACTED_CREDENTIAL_LIKE_VALUE])
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,472,token,harmless,Harmless code/test vocabulary after inspection.,        if token is not None:
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,473,token,harmless,Harmless code/test vocabulary after inspection.,"Error(f""Planned output path contains downstream token {token!r}: {path}"")"
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,473,token,harmless,Harmless code/test vocabulary after inspection.,"""Planned output path contains downstream token {token!r}: {path}"")"
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,482,token,harmless,Harmless code/test vocabulary after inspection.,"def benchmark_token_scan(paths: list[Path]) -> dict[str, list[str]]"
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,488,token,harmless,Harmless code/test vocabulary after inspection.,        matches = [token for token in BENCHMARK_TOKENS if token in text]
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,488,token,harmless,Harmless code/test vocabulary after inspection.,        matches = [token for token in BENCHMARK_TOKENS if token in text]
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,488,token,harmless,Harmless code/test vocabulary after inspection.,        matches = [token for token in BENCHMARK_TOKENS if token in text]
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,488,token,harmless,Harmless code/test vocabulary after inspection.,tches = [token for token in BENCHMARK_TOKENS if token in text]
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,660,sk-,harmless,Harmless code/test vocabulary after inspection.,"        ""  --array-task-id \""${SLURM_ARRAY_TASK_ID}\"" \\"","
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,727,token,harmless,Harmless code/test vocabulary after inspection.,    scan_findings = benchmark_token_scan(
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,731,token,harmless,Harmless code/test vocabulary after inspection.,"e RuntimeError(f""Focused M3 core/config dataset-token scan found matches: {scan_findings}"")"
scripts/m3_v2_01_run_small_pilot.py,50,token,harmless,Harmless code/test vocabulary after inspection.,FORBIDDEN_OUTPUT_TOKENS = [
scripts/m3_v2_01_run_small_pilot.py,924,token,harmless,Harmless code/test vocabulary after inspection.,"    forbidden = ""\n"".join(FORBIDDEN_OUTPUT_TOKENS)"
scripts/m3_v2_01_run_small_pilot.py,925,token,harmless,Harmless code/test vocabulary after inspection.,    if any(token in str(output_root).lower() for token in forbid
scripts/m3_v2_01_run_small_pilot.py,925,token,harmless,Harmless code/test vocabulary after inspection.,   if any(token in str(output_root).lower() for token in forbidden.splitlines()):
scripts/m3_v2_01_run_small_pilot.py,926,token,harmless,Harmless code/test vocabulary after inspection.,"        raise ValueError(f""Forbidden output token in output root: {output_root}"")"
scripts/m3_v2_06_run_full_by_shard.py,114,token,harmless,Harmless code/test vocabulary after inspection.,FORBIDDEN_DOWNSTREAM_OUTPUT_TOKENS = [
scripts/m3_v2_06_run_full_by_shard.py,229,token,harmless,Harmless code/test vocabulary after inspection.,    forbidden = [token for token in FORBIDDEN_DOWNSTREAM_OUTPUT_TOKENS
scripts/m3_v2_06_run_full_by_shard.py,229,token,harmless,Harmless code/test vocabulary after inspection.,    forbidden = [token for token in FORBIDDEN_DOWNSTREAM_OUTPUT_TOKENS if token
scripts/m3_v2_06_run_full_by_shard.py,229,token,harmless,Harmless code/test vocabulary after inspection.,[token for token in FORBIDDEN_DOWNSTREAM_OUTPUT_TOKENS if token in serialized]
scripts/m3_v2_06_run_full_by_shard.py,229,token,harmless,Harmless code/test vocabulary after inspection., token in FORBIDDEN_DOWNSTREAM_OUTPUT_TOKENS if token in serialized]
scripts/m3_v2_06_run_full_by_shard.py,231,token,harmless,Harmless code/test vocabulary after inspection.," raise ValueError(f""Forbidden downstream output token(s) in output paths: {forbidden}"")"
scripts/m4c_01_compute_markov_fate_probabilities.py,547,token,harmless,Harmless code/test vocabulary after inspection., = [str(path) for path in paths.values() if any(token in str(path).lower() for token in forbidden)]
scripts/m4c_01_compute_markov_fate_probabilities.py,547,token,harmless,Harmless code/test vocabulary after inspection.,.values() if any(token in str(path).lower() for token in forbidden)]
scripts/m4e_01_endpoint_annotation_review.py,283,token,harmless,Harmless code/test vocabulary after inspection.,"            if any(token in c.lower() for token in [""cadinu"", ""moffitt"","
scripts/m4e_01_endpoint_annotation_review.py,283,token,harmless,Harmless code/test vocabulary after inspection.,"            if any(token in c.lower() for token in [""cadinu"", ""moffitt"", ""neighborhood"", ""leide"
scripts/m4e_02_extract_neighborhood_annotation.py,96,token,harmless,Harmless code/test vocabulary after inspection.,"            if any(token in c.lower() for token in [""leiden"", ""neigh"", """
scripts/m4e_02_extract_neighborhood_annotation.py,96,token,harmless,Harmless code/test vocabulary after inspection.,"            if any(token in c.lower() for token in [""leiden"", ""neigh"", ""cadinu"", ""moffitt"", ""ce"
scripts/planA_00_freeze_p_fate_branch.py,458,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-001"", ""Package M1/M2 reusable pipeline contract"""
scripts/planA_00_freeze_p_fate_branch.py,459,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-002"", ""Freeze P_fate branch"", ""P_fate"", ""complet"
scripts/planA_00_freeze_p_fate_branch.py,460,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-003"", ""Preserve P_fate artifacts read-only"", ""P_"
scripts/planA_00_freeze_p_fate_branch.py,461,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-004"", ""Design K_gpcca kernel"", ""K_gpcca"", ""needs"
scripts/planA_00_freeze_p_fate_branch.py,462,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-005"", ""Pilot K_gpcca with standard pyGPCCA"", ""K_"
scripts/planA_00_freeze_p_fate_branch.py,463,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-006"", ""Prepare DARLIN data inventory"", ""barcode "
scripts/planA_00_freeze_p_fate_branch.py,464,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-007"", ""Define barcode adapter contract"", ""barcod"
scripts/planA_00_freeze_p_fate_branch.py,465,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-008"", ""Run official DARLIN preprocessing outside"
scripts/planA_00_freeze_p_fate_branch.py,466,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-009"", ""Compare barcode/hybrid evidence against v"
scripts/planA_00_freeze_p_fate_branch.py,467,sk-,harmless,Harmless code/test vocabulary after inspection.,"        (""TASK-010"", ""Evaluate BranchSBM Plan B"", ""Plan B"", ""fu"
src/nichefate/niche.py,35,token,harmless,Harmless code/test vocabulary after inspection.,def safe_feature_token(value: object) -> str:
src/nichefate/niche.py,36,token,harmless,Harmless code/test vocabulary after inspection.,"    """"""Return the stable token used in M1 feature column names."""""""
src/nichefate/niche.py,39,token,harmless,Harmless code/test vocabulary after inspection.,"    [REDACTED_CREDENTIAL_LIKE_VALUE]""[^0-9A-Za-z]+"", ""_"", text).strip(""_"""
src/nichefate/niche.py,40,token,harmless,Harmless code/test vocabulary after inspection.,"    return token or ""na"""
src/nichefate/niche.py,50,token,harmless,Harmless code/test vocabulary after inspection.,"    }.get(cell_type_key, safe_feature_token(cell_type_key))"
src/nichefate/niche.py,53,token,harmless,Harmless code/test vocabulary after inspection.,def _safe_token(value: object) -> str:
src/nichefate/niche.py,54,token,harmless,Harmless code/test vocabulary after inspection.,    return safe_feature_token(value)
src/nichefate/niche.py,153,token,harmless,Harmless code/test vocabulary after inspection.,"    columns = [f""{prefix}__{_safe_token(level)}"" for level in levels]"
tests/test_m3_ann_and_slurm_strategy.py,187,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""gpcca"", ""fate"", ""branched"", ""nicheflow"", """
tests/test_m3_ann_and_slurm_strategy.py,188,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_ann_and_slurm_strategy.py,190,token,harmless,Harmless code/test vocabulary after inspection.,"        assert all(token not in path.lower() for token in [""gpcca"", ""fat"
tests/test_m3_ann_and_slurm_strategy.py,190,token,harmless,Harmless code/test vocabulary after inspection.,"       assert all(token not in path.lower() for token in [""gpcca"", ""fate"", ""branched"", ""m5"", ""regulat"
tests/test_m3_ann_and_slurm_strategy.py,217,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""Moffitt"", ""Cadinu"", ""DSS"", ""colon"", ""Day35"
tests/test_m3_ann_and_slurm_strategy.py,218,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_ann_full_shard_validation.py,200,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""markov"", ""gpcca"", ""fate"", ""branched"", ""nic"
tests/test_m3_ann_full_shard_validation.py,201,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_ann_full_shard_validation.py,212,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""Moffitt"", ""Cadinu"", ""DSS"", ""colon"", ""Day35"
tests/test_m3_ann_full_shard_validation.py,213,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_ann_large_target_stress.py,209,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""markov"", ""gpcca"", ""fate"", ""branched"", ""nic"
tests/test_m3_ann_large_target_stress.py,210,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_ann_validation.py,218,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""markov"", ""gpcca"", ""fate"", ""branched"", ""nic"
tests/test_m3_ann_validation.py,219,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_backend_freeze_and_dryrun.py,226,token,harmless,Harmless code/test vocabulary after inspection.,        assert m3_14._path_has_forbidden_token(Path(path)) is None
tests/test_m3_backend_freeze_and_dryrun.py,237,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""Moffitt"", ""Cadinu"", ""DSS"", ""colon"", ""colit"
tests/test_m3_backend_freeze_and_dryrun.py,238,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_full_runner.py,234,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""no_global_markov_p"", ""no_gpcca"", ""no_fate_"
tests/test_m3_full_runner.py,235,token,harmless,Harmless code/test vocabulary after inspection.,"        assert f'""{token}"": true' in payload"
tests/test_m3_pilot_review.py,167,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""gpcca"", ""fate"", ""branched"", ""nicheflow"", """
tests/test_m3_pilot_review.py,168,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in names
tests/test_m3_pilot_shard.py,166,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""Moffitt"", ""Cadinu"", ""DSS"", ""colon"", ""Day35"
tests/test_m3_pilot_shard.py,167,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_timepair_pilot_runner.py,271,token,harmless,Harmless code/test vocabulary after inspection.,"        [REDACTED_CREDENTIAL_LIKE_VALUE]""{prefix} {package}"""
tests/test_m3_timepair_pilot_runner.py,272,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m3_transition_contract.py,169,token,harmless,Harmless code/test vocabulary after inspection.,"    for token in [""D0"", ""D3"", ""D9"", ""D21"", ""D35"", ""Moffitt"", "
tests/test_m3_transition_contract.py,170,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m4a_markov_assembly.py,305,token,harmless,Harmless code/test vocabulary after inspection.,    assert not any(token in name.lower() for name in output_names for to
tests/test_m4a_markov_assembly.py,305,token,harmless,Harmless code/test vocabulary after inspection.,en in name.lower() for name in output_names for token in forbidden)
tests/test_m4b_terminal_design.py,140,token,harmless,Harmless code/test vocabulary after inspection.,"    assert not any(token in ""terminal_macrostate_assignments.parquet"" fo"
tests/test_m4b_terminal_design.py,140,token,harmless,Harmless code/test vocabulary after inspection.,"n ""terminal_macrostate_assignments.parquet"" for token in forbidden)"
tests/test_m4c_fate_probability.py,232,token,harmless,Harmless code/test vocabulary after inspection.,    assert not any(token in str(path).lower() for path in outputs.values
tests/test_m4c_fate_probability.py,232,token,harmless,Harmless code/test vocabulary after inspection.,(path).lower() for path in outputs.values() for token in forbidden)
tests/test_m4c_final_review.py,169,token,harmless,Harmless code/test vocabulary after inspection.,"    assert not any(token in str(path).lower() for key, path in outputs.i"
tests/test_m4c_final_review.py,169,token,harmless,Harmless code/test vocabulary after inspection.,"tputs.items() if key != ""final_figures_dir"" for token in forbidden)"
tests/test_m4d_standard_gpcca_backend.py,72,token,harmless,Harmless code/test vocabulary after inspection.,        assert not any(token in path.name.lower() for token in forbidden)
tests/test_m4d_standard_gpcca_backend.py,72,token,harmless,Harmless code/test vocabulary after inspection.,  assert not any(token in path.name.lower() for token in forbidden)
tests/test_m4d_standard_gpcca_env.py,53,token,harmless,Harmless code/test vocabulary after inspection.,        assert not any(token in path.name.lower() for token in forbidden)
tests/test_m4d_standard_gpcca_env.py,53,token,harmless,Harmless code/test vocabulary after inspection.,  assert not any(token in path.name.lower() for token in forbidden)
tests/test_niche.py,18,token,harmless,Harmless code/test vocabulary after inspection.,"    safe_feature_token,"
tests/test_niche.py,181,token,harmless,Harmless code/test vocabulary after inspection.,"    assert safe_feature_token(""A cell/type"") == ""a_cell_type"""
